TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
8700000000.0	245588238.1	230709211.5	261426851.1
8701000000.0	245589565.4	230710315.6	261428425.9
8702000000.0	245590892.5	230711419.5	261430000.2
8703000000.0	245592219.2	230712523.1	261431574.3
8704000000.0	245593545.6	230713626.5	261433148.0
8705000000.0	245594871.8	230714729.7	261434721.3
8706000000.0	245596197.7	230715832.6	261436294.4
8707000000.0	245597523.3	230716935.2	261437867.0
8708000000.0	245598848.6	230718037.6	261439439.4
8709000000.0	245600173.6	230719139.8	261441011.4
8710000000.0	245601498.3	230720241.7	261442583.0
8711000000.0	245602822.7	230721343.4	261444154.3
8712000000.0	245604146.8	230722444.8	261445725.3
8713000000.0	245605470.7	230723546.0	261447296.0
8714000000.0	245606794.2	230724647.0	261448866.3
8715000000.0	245608117.5	230725747.7	261450436.2
8716000000.0	245609440.5	230726848.2	261452005.8
8717000000.0	245610763.2	230727948.4	261453575.1
8718000000.0	245612085.6	230729048.4	261455144.1
8719000000.0	245613407.7	230730148.1	261456712.7
8720000000.0	245614729.5	230731247.6	261458280.9
8721000000.0	245616051.1	230732346.9	261459848.9
8722000000.0	245617372.3	230733445.9	261461416.4
8723000000.0	245618693.3	230734544.6	261462983.7
8724000000.0	245620013.9	230735643.2	261464550.6
8725000000.0	245621334.3	230736741.5	261466117.2
8726000000.0	245622654.4	230737839.5	261467683.4
8727000000.0	245623974.2	230738937.3	261469249.3
8728000000.0	245625293.8	230740034.9	261470814.9
8729000000.0	245626613.0	230741132.2	261472380.1
8730000000.0	245627932.0	230742229.3	261473945.0
8731000000.0	245629250.6	230743326.1	261475509.5
8732000000.0	245630569.0	230744422.7	261477073.7
8733000000.0	245631887.1	230745519.0	261478637.6
8734000000.0	245633204.9	230746615.2	261480201.1
8735000000.0	245634522.4	230747711.0	261481764.3
8736000000.0	245635839.6	230748806.7	261483327.2
8737000000.0	245637156.6	230749902.1	261484889.7
8738000000.0	245638473.2	230750997.2	261486451.9
8739000000.0	245639789.6	230752092.1	261488013.7
8740000000.0	245641105.7	230753186.8	261489575.2
8741000000.0	245642421.5	230754281.2	261491136.4
8742000000.0	245643737.0	230755375.4	261492697.3
8743000000.0	245645052.2	230756469.3	261494257.8
8744000000.0	245646367.1	230757563.0	261495817.9
8745000000.0	245647681.8	230758656.5	261497377.8
8746000000.0	245648996.2	230759749.7	261498937.3
8747000000.0	245650310.2	230760842.7	261500496.4
8748000000.0	245651624.0	230761935.5	261502055.2
8749000000.0	245652937.5	230763028.0	261503613.7
8750000000.0	245654250.8	230764120.2	261505171.9
8751000000.0	245655563.7	230765212.2	261506729.7
8752000000.0	245656876.4	230766304.0	261508287.2
8753000000.0	245658188.7	230767395.6	261509844.3
8754000000.0	245659500.8	230768486.9	261511401.1
8755000000.0	245660812.6	230769578.0	261512957.6
8756000000.0	245662124.1	230770668.8	261514513.7
8757000000.0	245663435.4	230771759.4	261516069.5
8758000000.0	245664746.3	230772849.7	261517625.0
8759000000.0	245666057.0	230773939.8	261519180.2
8760000000.0	245667367.3	230775029.7	261520735.0
8761000000.0	245668677.4	230776119.3	261522289.4
8762000000.0	245669987.2	230777208.7	261523843.6
8763000000.0	245671296.8	230778297.9	261525397.4
8764000000.0	245672606.0	230779386.8	261526950.8
8765000000.0	245673914.9	230780475.5	261528504.0
8766000000.0	245675223.6	230781563.9	261530056.8
8767000000.0	245676532.0	230782652.1	261531609.2
8768000000.0	245677840.1	230783740.0	261533161.3
8769000000.0	245679147.9	230784827.8	261534713.1
8770000000.0	245680455.5	230785915.2	261536264.6
8771000000.0	245681762.7	230787002.5	261537815.7
8772000000.0	245683069.7	230788089.5	261539366.5
8773000000.0	245684376.4	230789176.3	261540917.0
8774000000.0	245685682.8	230790262.8	261542467.1
8775000000.0	245686988.9	230791349.1	261544016.9
8776000000.0	245688294.7	230792435.1	261545566.4
8777000000.0	245689600.3	230793521.0	261547115.5
8778000000.0	245690905.6	230794606.5	261548664.3
8779000000.0	245692210.5	230795691.9	261550212.8
8780000000.0	245693515.2	230796777.0	261551760.9
8781000000.0	245694819.7	230797861.8	261553308.7
8782000000.0	245696123.8	230798946.5	261554856.2
8783000000.0	245697427.7	230800030.9	261556403.3
8784000000.0	245698731.2	230801115.0	261557950.2
8785000000.0	245700034.5	230802198.9	261559496.6
8786000000.0	245701337.6	230803282.6	261561042.8
8787000000.0	245702640.3	230804366.1	261562588.6
8788000000.0	245703942.7	230805449.3	261564134.1
8789000000.0	245705244.9	230806532.2	261565679.2
8790000000.0	245706546.8	230807615.0	261567224.0
8791000000.0	245707848.4	230808697.5	261568768.5
8792000000.0	245709149.7	230809779.7	261570312.7
8793000000.0	245710450.7	230810861.7	261571856.5
8794000000.0	245711751.5	230811943.5	261573400.0
8795000000.0	245713052.0	230813025.1	261574943.2
8796000000.0	245714352.2	230814106.4	261576486.0
8797000000.0	245715652.1	230815187.5	261578028.5
8798000000.0	245716951.7	230816268.3	261579570.7
8799000000.0	245718251.1	230817348.9	261581112.5
8800000000.0	245719550.2	230818429.3	261582654.0
8801000000.0	245720848.9	230819509.4	261584195.2
8802000000.0	245722147.5	230820589.3	261585736.1
8803000000.0	245723445.7	230821669.0	261587276.6
8804000000.0	245724743.6	230822748.4	261588816.8
8805000000.0	245726041.3	230823827.6	261590356.6
8806000000.0	245727338.7	230824906.5	261591896.2
8807000000.0	245728635.8	230825985.2	261593435.4
8808000000.0	245729932.6	230827063.7	261594974.3
8809000000.0	245731229.2	230828142.0	261596512.8
8810000000.0	245732525.4	230829220.0	261598051.0
8811000000.0	245733821.4	230830297.8	261599588.9
8812000000.0	245735117.1	230831375.3	261601126.5
8813000000.0	245736412.6	230832452.6	261602663.7
