total_reads	distinct_reads
0	0
100000	26829
200000	38488
300000	46478
400000	52574
500000	57491
600000	61598
700000	65112
800000	68181
900000	70892
1000000	73315
1100000	75504
1200000	77493
1300000	79319
1400000	80998
1500000	82554
1600000	83999
1700000	85349
1800000	86614
1900000	87804
2000000	88924
2100000	89985
2200000	90988
2300000	91942
2400000	92849
2500000	93713
2600000	94540
2700000	95330
2800000	96086
2900000	96813
3000000	97511
3100000	98181
